3,0,29
4,0,36
5,0,39
9,0,38
11,0,39
13,0,32
19,0,32
21,0,38
23,0,39
28,0,35
32,0,25
33,0,32
34,0,29
35,0,36
39,0,25
42,0,29
43,0,38
44,0,37
51,0,33
52,0,38
54,0,39
56,0,28
57,0,34
58,0,36
59,0,30
64,0,29
67,0,38
69,0,25
72,0,35
75,0,26
79,0,35
83,0,25
89,0,26
94,0,35
97,0,31
98,0,35
107,0,30
110,0,37
111,0,31
112,0,36
115,0,33
117,0,28
119,0,38
124,0,25
125,0,35
126,1,34
127,1,27
132,1,38
133,1,26
136,1,30
137,1,26
139,1,37
141,1,31
146,1,37
147,1,29
149,1,39
150,1,34
151,1,26
158,1,35
162,1,29
165,1,30
170,1,30
173,1,33
174,1,36
176,1,29
178,1,35
183,1,36
184,1,30
185,1,26
190,1,29
191,1,27
192,1,32
194,1,32
198,1,25
199,1,33
200,1,28
202,1,37
209,1,36
215,1,37
221,1,31
222,1,34
225,1,38
227,1,28
229,1,38
232,1,39
234,1,32
237,1,29
239,1,35
241,1,35
250,1,25
252,2,26
256,2,37
259,2,29
260,2,31
261,2,28
264,2,27
266,2,28
273,2,27
277,2,25
279,2,31
280,2,39
281,2,39
285,2,26
290,2,33
293,2,35
298,2,29
300,2,37
311,2,31
314,2,33
319,2,36
323,2,34
325,2,27
326,2,31
329,2,28
330,2,31
332,2,26
334,2,31
336,2,35
339,2,27
342,2,35
343,2,27
345,2,37
348,2,28
351,2,25
352,2,29
359,2,29
360,2,35
369,2,39
370,2,34
373,2,25
376,2,31
377,2,32
381,2,28
382,2,38
384,2,28
385,3,32
386,3,38
389,3,26
390,3,31
391,3,33
394,3,25
397,3,36
400,3,34
404,3,31
406,3,37
408,3,28
412,3,29
413,3,39
415,3,37
418,3,25
420,3,29
421,3,31
423,3,25
426,3,27
430,3,35
432,3,27
435,3,37
439,3,25
441,3,39
442,3,29
444,3,36
445,3,35
446,3,26
450,3,36
451,3,33
453,3,38
463,3,36
464,3,26
466,3,37
467,3,26
469,3,38
470,3,36
471,3,39
472,3,26
475,3,29
478,3,28
479,3,35
483,3,30
487,3,25
496,3,32
499,4,29
500,4,25
503,4,27
504,4,27
505,4,28
507,4,35
510,4,30
512,4,28
518,4,31
519,4,25
522,4,34
525,4,26
526,4,25
527,4,35
528,4,36
529,4,33
533,4,36
544,4,39
546,4,31
548,4,38
549,4,38
550,4,38
552,4,31
556,4,31
557,4,28
559,4,38
560,4,31
562,4,31
573,4,31
575,4,25
580,4,33
581,4,27
583,4,31
584,4,31
585,4,31
587,4,35
590,4,32
602,4,27
606,4,31
608,4,27
611,4,31
618,4,34
619,4,37
621,4,25
622,4,26
628,5,38
630,5,35
632,5,27
633,5,36
636,5,36
637,5,26
639,5,33
642,5,29
644,5,38
646,5,36
649,5,25
654,5,36
660,5,25
669,5,30
670,5,32
673,5,28
674,5,33
678,5,32
682,5,35
685,5,30
687,5,25
688,5,32
693,5,26
696,5,30
697,5,30
701,5,35
703,5,28
704,5,29
705,5,31
707,5,32
711,5,34
712,5,25
713,5,37
716,5,37
718,5,30
719,5,29
722,5,26
726,5,36
728,5,35
729,5,33
733,5,35
734,5,36
747,5,27
751,5,30
758,5,34
759,6,35
762,6,37
764,6,39
767,6,32
771,6,31
772,6,27
776,6,33
782,6,28
786,6,26
788,6,26
790,6,34
791,6,33
793,6,34
805,6,29
806,6,38
809,6,31
811,6,28
815,6,27
816,6,34
819,6,25
820,6,38
823,6,38
824,6,29
825,6,25
828,6,25
829,6,35
830,6,37
831,6,38
834,6,26
836,6,33
837,6,35
841,6,31
844,6,34
848,6,39
850,6,36
852,6,30
861,6,39
865,6,35
870,6,26
871,6,33
877,6,30
879,6,31
880,6,25
886,6,27
887,6,35
891,7,26
892,7,28
893,7,26
895,7,34
897,7,26
898,7,30
899,7,35
900,7,26
903,7,35
904,7,32
907,7,32
909,7,33
910,7,36
912,7,32
913,7,27
914,7,26
918,7,31
920,7,25
922,7,28
923,7,28
924,7,29
927,7,35
928,7,26
930,7,33
932,7,33
935,7,30
939,7,36
940,7,28
942,7,39
944,7,30
945,7,26
948,7,35
949,7,31
951,7,39
953,7,31
954,7,33
959,7,27
962,7,36
963,7,30
964,7,26
966,7,29
967,7,25
973,7,29
975,7,37
985,7,39
989,8,26
991,8,31
992,8,37
995,8,39
