4,1642,11.0
4,2241,18.25
4,2483,27.5
4,2592,31.5
4,2593,24.25
4,2594,18.5
4,2595,12.75
4,2596,41.5
4,2597,19.75
4,2598,36.5
4,2599,41.25
4,2600,21.0
4,2601,36.75
4,2602,12.25
4,2603,13.25
4,4042,23.5
4,4403,22.0
4,5123,24.25
4,5232,5.0
4,5233,46.25
4,5234,23.0
4,5235,49.0
4,5236,5.75
4,5237,26.0
4,5238,18.75
4,5239,5.5
4,5240,39.25
4,5241,14.25
4,5242,14.25
4,5243,8.5
4,5482,16.75
4,7040,39.25
4,7643,28.0
4,7752,23.0
4,7753,44.25
4,7754,19.25
4,7755,12.5
4,7756,16.75
4,7757,10.75
4,7758,28.75
4,7759,45.5
4,7760,41.0
4,7761,4.5
4,7762,41.5
4,7763,14.5
4,10041,39.0
4,10042,19.0
4,10283,17.0
4,10512,22.75
4,10513,19.0
4,10514,18.5
4,10515,18.0
4,10516,19.75
4,10517,38.25
4,10518,28.25
4,10519,40.0
4,10520,24.0
4,10521,12.75
4,10522,22.0
4,10523,8.25
4,12443,44.5
4,12803,7.75
4,12922,28.25
4,13032,21.5
4,13033,28.0
4,13034,33.0
4,13035,5.5
4,13036,23.5
4,13037,24.75
4,13038,34.25
4,13039,0.0
4,13040,6.0
4,13041,30.0
4,13042,15.0
4,13043,0.0
4,13882,17.75
4,15197,45.25
4,15323,36.5
4,15432,11.75
4,15433,13.5
4,15434,4.75
4,15435,35.75
4,15436,5.0
4,15437,5.75
4,15438,22.25
4,15439,8.0
4,15440,43.0
4,15441,25.75
4,15442,33.75
4,15443,38.75
4,16403,20.5
4,17963,15.75
4,18082,20.25
4,18192,7.75
4,18193,15.0
4,18194,37.5
4,18195,43.25
4,18196,17.75
4,18197,6.75
4,18198,30.75
4,18199,45.25
4,18200,21.5
4,18201,42.25
4,18202,45.75
4,18203,42.25
4,20719,37.75
4,20720,42.5
4,20832,30.0
4,20833,13.0
4,20834,3.0
4,20835,2.75
4,20836,14.0
4,20837,0.0
4,20838,32.5
4,20839,19.75
4,20840,9.5
4,20841,22.75
4,20842,43.0
4,20843,11.25
4,23123,27.25
4,23242,21.25
4,23243,0.75
4,23352,25.25
4,23353,46.0
4,23354,21.5
4,23355,43.5
4,23356,39.75
4,23357,18.75
4,23358,0.0
