19000,2020-09-10 07:00:00,769,9,A18,41
19001,2020-09-10 08:00:00,687,17,A18,41
19002,2020-09-10 09:00:00,348,5,A18,41
19003,2020-09-10 10:00:00,769,38,A18,41
19004,2020-09-10 07:00:00,687,1,A17,41
19005,2020-09-10 08:00:00,256,39,A17,41
19006,2020-09-10 07:00:00,361,3,A15,41
19007,2020-09-10 08:00:00,478,2,A15,41
19008,2020-09-10 09:00:00,687,15,A15,41
19009,2020-09-10 10:00:00,947,41,A15,41
19010,2020-09-10 07:00:00,779,10,A14,41
19011,2020-09-10 08:00:00,769,11,A14,41
19012,2020-09-10 09:00:00,779,42,A14,41
19013,2020-09-10 07:00:00,947,45,B17,41
19014,2020-09-10 08:00:00,348,1,B17,41
19015,2020-09-10 07:00:00,781,48,B14,41
19016,2020-09-10 09:00:00,478,11,B14,41
19017,2020-09-10 10:00:00,687,10,B14,41
19018,2020-09-10 07:00:00,348,8,C16,41
19019,2020-09-10 08:00:00,781,19,C16,41
19020,2020-09-10 09:00:00,769,52,C16,41
19021,2020-09-10 10:00:00,348,18,C16,41
19022,2020-09-10 11:00:00,687,4,C16,41
19023,2020-09-10 12:00:00,769,14,C16,41
19024,2020-09-10 13:00:00,348,16,C16,41
19025,2020-09-10 10:00:00,256,3,C15,41
19026,2020-09-10 11:00:00,781,15,C15,41
19027,2020-09-10 13:00:00,769,2,C15,41
19028,2020-09-10 14:00:00,769,53,C15,41
19029,2020-09-10 07:00:00,843,54,C14,41
19030,2020-09-10 11:00:00,256,11,C14,41
19031,2020-09-10 15:00:00,779,10,C14,41
19032,2020-09-11 07:00:00,947,9,A18,41
19033,2020-09-11 08:00:00,769,17,A18,41
19034,2020-09-11 09:00:00,478,5,A18,41
19035,2020-09-11 10:00:00,843,38,A18,41
19036,2020-09-11 07:00:00,478,1,A17,41
19037,2020-09-11 08:00:00,256,39,A17,41
19038,2020-09-11 07:00:00,781,3,A15,41
19039,2020-09-11 08:00:00,361,2,A15,41
19040,2020-09-11 09:00:00,256,15,A15,41
19041,2020-09-11 10:00:00,256,41,A15,41
19042,2020-09-11 07:00:00,779,10,A14,41
19043,2020-09-11 08:00:00,478,11,A14,41
19044,2020-09-11 09:00:00,781,42,A14,41
19045,2020-09-11 07:00:00,256,45,B17,41
19046,2020-09-11 08:00:00,843,1,B17,41
19047,2020-09-11 07:00:00,361,48,B14,41
19048,2020-09-11 09:00:00,348,11,B14,41
19049,2020-09-11 10:00:00,361,10,B14,41
19050,2020-09-11 07:00:00,769,8,C16,41
19051,2020-09-11 08:00:00,779,19,C16,41
19052,2020-09-11 09:00:00,687,52,C16,41
19053,2020-09-11 10:00:00,687,18,C16,41
19054,2020-09-11 11:00:00,779,4,C16,41
19055,2020-09-11 12:00:00,843,14,C16,41
19056,2020-09-11 13:00:00,256,16,C16,41
19057,2020-09-11 10:00:00,781,3,C15,41
19058,2020-09-11 11:00:00,348,15,C15,41
19059,2020-09-11 13:00:00,478,2,C15,41
19060,2020-09-11 14:00:00,687,53,C15,41
19061,2020-09-11 07:00:00,843,54,C14,41
19062,2020-09-11 11:00:00,478,11,C14,41
19063,2020-09-11 15:00:00,781,10,C14,41
19064,2020-09-14 07:00:00,361,9,A18,41
19065,2020-09-14 08:00:00,687,17,A18,41
19066,2020-09-14 09:00:00,687,5,A18,41
19067,2020-09-14 10:00:00,781,38,A18,41
19068,2020-09-14 07:00:00,256,1,A17,41
19069,2020-09-14 08:00:00,769,39,A17,41
19070,2020-09-14 07:00:00,687,3,A15,41
19071,2020-09-14 08:00:00,947,2,A15,41
19072,2020-09-14 09:00:00,769,15,A15,41
19073,2020-09-14 10:00:00,478,41,A15,41
19074,2020-09-14 07:00:00,947,10,A14,41
19075,2020-09-14 08:00:00,361,11,A14,41
19076,2020-09-14 09:00:00,256,42,A14,41
19077,2020-09-14 07:00:00,478,45,B17,41
19078,2020-09-14 08:00:00,348,1,B17,41
19079,2020-09-14 07:00:00,769,48,B14,41
19080,2020-09-14 09:00:00,843,11,B14,41
19081,2020-09-14 10:00:00,947,10,B14,41
19082,2020-09-14 07:00:00,348,8,C16,41
19083,2020-09-14 08:00:00,781,19,C16,41
19084,2020-09-14 09:00:00,779,52,C16,41
19085,2020-09-14 10:00:00,361,18,C16,41
19086,2020-09-14 11:00:00,779,4,C16,41
19087,2020-09-14 12:00:00,947,14,C16,41
19088,2020-09-14 13:00:00,769,16,C16,41
19089,2020-09-14 10:00:00,843,3,C15,41
19090,2020-09-14 11:00:00,781,15,C15,41
19091,2020-09-14 13:00:00,478,2,C15,41
19092,2020-09-14 14:00:00,947,53,C15,41
19093,2020-09-14 07:00:00,843,54,C14,41
19094,2020-09-14 11:00:00,256,11,C14,41
19095,2020-09-14 15:00:00,478,10,C14,41
19096,2020-09-15 07:00:00,256,9,A18,41
19097,2020-09-15 08:00:00,781,17,A18,41
19098,2020-09-15 09:00:00,348,5,A18,41
19099,2020-09-15 10:00:00,348,38,A18,41
19100,2020-09-15 07:00:00,348,1,A17,41
19101,2020-09-15 08:00:00,348,39,A17,41
19102,2020-09-15 07:00:00,947,3,A15,41
19103,2020-09-15 08:00:00,843,2,A15,41
19104,2020-09-15 09:00:00,361,15,A15,41
19105,2020-09-15 10:00:00,781,41,A15,41
19106,2020-09-15 07:00:00,781,10,A14,41
19107,2020-09-15 08:00:00,769,11,A14,41
19108,2020-09-15 09:00:00,781,42,A14,41
19109,2020-09-15 07:00:00,361,45,B17,41
19110,2020-09-15 08:00:00,947,1,B17,41
19111,2020-09-15 07:00:00,478,48,B14,41
19112,2020-09-15 09:00:00,843,11,B14,41
19113,2020-09-15 10:00:00,843,10,B14,41
19114,2020-09-15 07:00:00,687,8,C16,41
19115,2020-09-15 08:00:00,687,19,C16,41
19116,2020-09-15 09:00:00,779,52,C16,41
19117,2020-09-15 10:00:00,256,18,C16,41
19118,2020-09-15 11:00:00,478,4,C16,41
19119,2020-09-15 12:00:00,781,14,C16,41
19120,2020-09-15 13:00:00,256,16,C16,41
19121,2020-09-15 10:00:00,478,3,C15,41
19122,2020-09-15 11:00:00,843,15,C15,41
19123,2020-09-15 13:00:00,781,2,C15,41
19124,2020-09-15 14:00:00,348,53,C15,41
19125,2020-09-15 07:00:00,843,54,C14,41
19126,2020-09-15 11:00:00,256,11,C14,41
19127,2020-09-15 15:00:00,781,10,C14,41
19128,2020-09-16 07:00:00,781,9,A18,41
19129,2020-09-16 08:00:00,843,17,A18,41
19130,2020-09-16 09:00:00,781,5,A18,41
19131,2020-09-16 10:00:00,843,38,A18,41
19132,2020-09-16 07:00:00,348,1,A17,41
19133,2020-09-16 08:00:00,779,39,A17,41
19134,2020-09-16 07:00:00,361,3,A15,41
19135,2020-09-16 08:00:00,478,2,A15,41
19136,2020-09-16 09:00:00,256,15,A15,41
19137,2020-09-16 10:00:00,781,41,A15,41
19138,2020-09-16 07:00:00,779,10,A14,41
19139,2020-09-16 08:00:00,256,11,A14,41
19140,2020-09-16 09:00:00,947,42,A14,41
19141,2020-09-16 07:00:00,843,45,B17,41
19142,2020-09-16 08:00:00,348,1,B17,41
