10000,448,8.25
10000,449,23.25
10000,450,12.25
10000,451,37.5
10000,1152,0.0
10000,1153,13.25
10000,1154,3.25
10000,1155,8.0
10000,1824,13.0
10000,1825,5.5
10000,1826,28.5
10000,1827,0.0
10000,2560,1.75
10000,2561,24.75
10000,2562,29.0
10000,2563,7.75
10000,3232,31.5
10000,3233,6.75
10000,3234,6.5
10000,3235,14.75
10000,3872,25.25
10000,3873,26.5
10000,3874,19.25
10000,3875,4.5
10000,4608,4.5
10000,4609,2.5
10000,4610,31.75
10000,4611,6.75
10000,5312,21.25
10000,5313,16.25
10000,5314,7.0
10000,5315,3.75
10000,5984,21.5
10000,5985,0.0
10000,5986,30.5
10000,5987,25.25
10000,6432,29.25
10000,6433,3.5
10000,6434,18.25
10000,6435,17.0
10001,452,4.25
10001,453,8.25
10001,1156,23.25
10001,1157,44.5
10001,1828,0.0
10001,1829,35.0
10001,2564,24.5
10001,2565,10.25
10001,3236,3.25
10001,3237,5.0
10001,3876,15.25
10001,3877,46.0
10001,4612,43.0
10001,4613,45.25
10001,5316,2.5
10001,5317,14.25
10001,5988,48.25
10001,5989,18.25
10001,6436,36.0
10001,6437,34.5
10003,461,8.75
10003,462,19.75
10003,1165,19.25
10003,1166,11.75
10003,1837,40.25
10003,1838,1.0
10003,2573,16.25
10003,2574,5.5
10003,3245,41.5
10003,3246,25.75
10003,3885,33.5
10003,3886,31.75
10003,4621,38.5
10003,4622,31.0
10003,5325,28.0
10003,5326,31.5
10003,5997,34.0
10003,5998,23.75
10003,6445,28.75
10003,6446,13.75
10004,477,0.0
10004,478,21.0
10004,479,4.0
10004,1181,1.25
10004,1182,31.5
10004,1183,44.75
10004,1853,24.5
10004,1854,28.25
10004,1855,46.25
10004,2589,50.0
10004,2590,10.0
10004,2591,25.25
10004,3261,32.75
10004,3262,10.0
10004,3263,4.5
10004,3901,46.5
10004,3902,9.25
10004,3903,38.0
10004,4637,24.0
10004,4638,7.5
10004,4639,48.0
10004,5341,41.5
10004,5342,22.25
10004,5343,18.0
10004,6013,34.0
10004,6014,41.0
10004,6015,46.75
10004,6461,19.25
10004,6462,13.5
10004,6463,15.5
10005,458,45.0
10005,459,42.5
10005,460,33.75
10005,1162,20.5
10005,1163,50.0
10005,1164,22.75
10005,1834,29.5
10005,1835,37.25
10005,1836,5.75
10005,2570,3.75
10005,2571,43.5
10005,2572,50.0
10005,3242,35.25
10005,3243,45.75
10005,3244,39.25
10005,3882,4.75
10005,3883,35.25
10005,3884,7.25
10005,4618,33.5
10005,4619,24.75
10005,4620,10.5
10005,5322,32.5
10005,5323,22.0
10005,5324,22.5
10005,5994,46.75
10005,5995,50.0
10005,5996,13.0
10005,6442,6.0
10005,6443,29.0
10005,6444,9.75
10007,473,31.25
10007,474,20.25
10007,475,21.25
10007,476,30.0
10007,1177,50.0
10007,1178,6.25
10007,1179,15.75
10007,1180,50.0
10007,1849,39.0
10007,1850,0.0
10007,1851,22.5
10007,1852,50.0
10007,2585,8.75
10007,2586,26.5
10007,2587,1.25
10007,2588,46.0
10007,3257,40.0
10007,3258,33.0
10007,3259,4.75
10007,3260,20.0
10007,3897,40.0
10007,3898,26.5
10007,3899,24.75
10007,3900,7.5
10007,4633,15.5
10007,4634,13.0
10007,4635,7.75
10007,4636,25.0
10007,5337,47.75
10007,5338,36.75
10007,5339,44.0
10007,5340,33.25
10007,6009,46.0
10007,6010,7.25
10007,6011,20.75
10007,6012,45.0
10007,6457,19.25
10007,6458,37.0
10007,6459,45.25
10007,6460,47.75
10010,463,12.0
10010,464,5.0
10010,465,30.75
10010,1167,2.5
10010,1168,20.75
10010,1169,28.75
10010,1839,31.5
10010,1840,25.5
10010,1841,10.0
10010,2575,31.75
10010,2576,9.5
10010,2577,24.0
10010,3247,4.5
10010,3248,26.25
10010,3249,6.5
10010,3887,10.25
10010,3888,38.25
10010,3889,29.0
10010,4623,16.75
10010,4624,0.25
10010,4625,31.5
10010,5327,25.25
10010,5328,21.75
10010,5329,16.0
10010,5999,16.5
10010,6000,12.25
10010,6001,27.25
10010,6447,10.75
10010,6448,40.25
10010,6449,23.5
10011,463,18.75
10011,464,34.75
10011,465,21.5
10011,1167,16.25
10011,1168,4.75
10011,1169,49.5
10011,1839,16.5
10011,1840,10.0
10011,1841,40.25
10011,2575,44.0
10011,2576,42.25
10011,2577,45.5
10011,3247,0.0
10011,3248,7.5
10011,3249,45.25
10011,3887,6.25
10011,3888,24.75
10011,3889,20.5
10011,4623,25.25
10011,4624,36.0
10011,4625,4.25
10011,5327,3.0
10011,5328,44.75
10011,5329,19.5
10011,5999,14.5
10011,6000,8.0
10011,6001,18.5
10011,6447,41.25
10011,6448,24.0
10011,6449,39.5
10012,454,9.0
10012,455,33.25
10012,456,16.5
10012,457,5.0
10012,1158,20.25
10012,1159,20.0
10012,1160,26.0
10012,1161,33.5
10012,1830,20.75
10012,1831,7.5
10012,1832,10.0
10012,1833,38.0
10012,2566,30.0
10012,2567,35.0
10012,2568,16.0
10012,2569,24.0
10012,3238,14.25
10012,3239,37.5
10012,3240,32.5
10012,3241,36.5
10012,3878,11.5
10012,3879,19.0
10012,3880,18.5
10012,3881,41.0
10012,4614,21.5
10012,4615,7.0
10012,4616,26.75
10012,4617,24.75
10012,5318,36.75
10012,5319,4.75
10012,5320,13.25
10012,5321,29.5
10012,5990,41.75
10012,5991,37.75
10012,5992,30.0
10012,5993,7.5
10012,6438,14.25
10012,6439,4.0
10012,6440,38.75
10012,6441,12.75
10013,466,47.75
10013,467,40.0
10013,468,18.5
10013,469,46.75
10013,470,38.25
